Player Name,League,Club,Position,Tactical Role,Minutes Played,Goals per 90,Goals Total,Shots per 90,Shots Total,Assists per 90,Assists Total,Duels Won per 90 (%),Dribbles per 90 (%),Key Passes per 90,Total Passes per 90,Pass Accuracy (%),Tackles per 90,Tackles Total,Interceptions per 90,Interceptions Total,Defensive Involvement & Ball Recovery,Defensive Involvement & Consistency,Final Third/Attacking Contribution,Defensive Pressing,Build-Up & Offensive Contribution,Passing & Technical Quality,Intensity & Ball-Carrying
a. rabiot,Serie A,juventus,Midfielder,Deep-lying Playmaker,2651.0,0.1697472651829498,5.0,0.984534138061109,29.0,0.1018483591097699,3.0,56.5079365079365,57.14285714285714,0.8826857789513392,38.6005281026028,0.0,1.969068276122218,58.0,0.8487363259147491,25.0,0.149241771683079,0.6886003303554281,0.4470480156188659,0.4175795408638322,0.4236329952358451,0.4035700081200952,0.3767056348891371
a. tchouameni,La Liga,real madrid,Midfielder,Final-Third Playmaker,1987.0,0.135883241066935,3.0,0.6794162053346754,15.0,0.0452944136889783,1.0,63.3879781420765,66.66666666666666,0.498238550578762,67.57926522395572,50.0,1.6758933064921993,37.0,1.268243583291394,28.0,0.7203654223772551,0.8487326838275058,0.4241806662977317,0.6942715922671184,0.2558321191591651,0.4064959074460743,0.146530191965031
abdallah atta,Ligue 1,metz,Midfielder,Positional Anchor,919.0,0.0979325353645266,1.0,0.6855277475516867,7.0,0.1958650707290533,2.0,41.54929577464789,44.82758620689655,1.2731229597388465,40.64200217627857,0.0,1.9586507072905333,20.0,1.0772578890097932,11.0,0.4992209083595225,0.1711641654335117,0.3424089770849273,0.6137980729057666,0.3888080904203018,0.2590043822772177,0.2828977670360527
abdoulaye touré,Ligue 1,le havre,Midfielder,Positional Anchor,2294.0,0.07846556233653,2.0,0.902353966870096,23.0,0.0,0.0,52.44755244755245,70.73170731707317,0.5100261551874455,48.06015693112468,0.0,1.843940714908457,47.0,0.980819529206626,25.0,0.5873301166350733,0.1997460023419864,0.3054232176946082,0.4516967395699435,0.4796998845210852,0.499342409773129,0.3892120980125001
abdoulie jallow,Ligue 1,metz,Midfielder,Positional Anchor,920.0,0.2934782608695652,3.0,1.0760869565217392,11.0,0.1956521739130435,2.0,41.44144144144145,43.58974358974359,1.2717391304347827,29.64130434782609,0.0,0.8804347826086957,9.0,0.782608695652174,8.0,0.3880925634712628,0.8228170873911875,0.4457828132555454,0.6208948536242395,0.5403400391579425,0.3302582689830125,0.4471079957194684
adrien thomasson,Ligue 1,lens,Midfielder,Positional Anchor,1193.0,0.0754400670578373,1.0,1.3579212070410729,18.0,0.1508801341156747,2.0,42.0,64.28571428571428,2.263202011735121,47.22548197820621,74.5,1.8860016764459344,25.0,0.6789606035205364,9.0,0.5947767531454745,0.3475639903353774,0.3763038767720575,0.5774657909711239,0.5573735187603912,0.3452509509344224,0.3625314576976076
agustín martegani,Serie A,salernitana,Midfielder,Deep-lying Playmaker,724.0,0.1243093922651933,1.0,0.9944751381215468,8.0,0.0,0.0,52.32558139534884,70.58823529411765,0.7458563535911602,35.925414364640886,0.0,1.6160220994475138,13.0,0.4972375690607734,4.0,0.144170854006095,0.7360516355089478,0.3549580445274899,0.59480109471383,0.5157143888905709,0.4327401945581465,0.368808822908886
aimar oroz,La Liga,osasuna,Midfielder,Final-Third Playmaker,2350.0,0.076595744680851,2.0,0.6893617021276596,18.0,0.0382978723404255,1.0,44.7098976109215,59.52380952380951,0.9957446808510638,38.60425531914894,81.1,1.646808510638298,43.0,0.6127659574468085,16.0,0.6326432815152992,0.620618000085271,0.1819660133915938,0.3348392649749083,0.5013174982544815,0.4179995933926929,0.4506706611546652
ainsley maitland-niles,Ligue 1,lyon,Midfielder,Deep-lying Playmaker,1432.0,0.0628491620111731,1.0,0.8170391061452514,13.0,0.2513966480446927,4.0,53.37837837837838,53.33333333333332,1.1312849162011174,43.05167597765363,83.3,2.136871508379888,34.0,1.068435754189944,17.0,0.1866046969806339,0.4711013321656846,0.3175589073608643,0.8239131015005806,0.3025574089642384,0.4279050830552161,0.6052170184673304
alberto grassi,Serie A,empoli,Midfielder,Deep-lying Playmaker,1905.0,0.0,0.0,0.8031496062992126,17.0,0.0472440944881889,1.0,55.172413793103445,55.555555555555536,0.2834645669291338,40.06299212598425,80.8,1.4173228346456692,30.0,1.937007874015748,41.0,0.2750157570203729,0.3577430883345674,0.4014085493232767,0.5210227542432391,0.5654997499745225,0.5537388985943065,0.1737530716075007
alberto moleiro,La Liga,las palmas,Midfielder,Final-Third Playmaker,1809.0,0.1492537313432836,3.0,1.243781094527363,25.0,0.1492537313432836,3.0,39.73799126637554,50.89285714285714,1.343283582089552,34.5273631840796,79.0,0.746268656716418,15.0,0.3482587064676617,7.0,0.5345833105408906,0.6657004211783364,0.283030846035412,0.3095618664347984,0.2658831184128567,0.2871993776170428,0.5405158498590257
aleix garcia,La Liga,girona,Midfielder,Final-Third Playmaker,3201.0,0.0843486410496719,3.0,0.7591377694470478,27.0,0.1686972820993439,6.0,54.88372093023255,71.42857142857142,1.6588566073102151,76.58856607310216,87.5,1.4058106841611997,50.0,0.9840674789128396,35.0,0.571796032405313,0.4337481664283802,0.1425402093838461,0.5289961325130936,0.3347872624480732,0.3726748237519739,0.2723899500327767
aleksandr golovin,Ligue 1,monaco,Midfielder,Positional Anchor,2155.0,0.2505800464037123,6.0,1.419953596287703,34.0,0.2505800464037123,6.0,51.35135135135134,58.536585365853654,2.088167053364269,46.023201856148496,75.6,1.754060324825986,42.0,0.877030162412993,21.0,0.4901001216310282,0.3132785418916497,0.5473827112375125,0.7541941783700663,0.599173305737033,0.4216896653890417,0.4177531189810465
aleksandr richardson,Ligue 1,reims,Midfielder,Positional Anchor,1351.0,0.1998519615099926,3.0,1.1324944485566246,17.0,0.0666173205033308,1.0,47.05882352941176,30.769230769230766,0.7994078460399704,41.968911917098445,0.0,2.1983715766099188,33.0,0.999259807549963,15.0,0.603594478377613,0.2658761729495299,0.5959742704441189,0.5095796989012282,0.4410844897593746,0.3676096812698482,0.4476365439658945
aleksei miranchuk,Serie A,atalanta,Midfielder,Deep-lying Playmaker,1170.0,0.2307692307692307,3.0,2.4615384615384617,32.0,0.3846153846153846,5.0,48.52941176470588,38.63636363636363,3.3846153846153846,40.07692307692307,73.0,0.9230769230769232,12.0,0.1538461538461538,2.0,0.2106125957677003,0.730260938499715,0.5084307558726097,0.3648116226835616,0.444159300627972,0.4161892905578497,0.3991166292350346
alessandro deiola,Serie A,cagliari,Midfielder,Deep-lying Playmaker,1609.0,0.0559353635798632,1.0,1.006836544437539,18.0,0.0,0.0,47.12041884816754,62.5,0.5593536357986327,27.967681789931635,69.5,1.845866998135488,33.0,0.5034182722187694,9.0,0.2428453864427056,0.8173145018614414,0.5139847804118726,0.404693097270453,0.5681550828738926,0.4277385883031994,0.5786983411684797
alex baena,La Liga,villarreal,Midfielder,Final-Third Playmaker,2599.0,0.0692574066948826,2.0,1.7660638707195075,51.0,0.4848018468641785,14.0,46.12546125461254,50.980392156862756,2.9780684878799537,36.429395921508274,71.2,1.1773759138130049,34.0,0.4155444401692958,12.0,0.6467002753528585,0.2495425358523038,0.4700054799398258,0.614180252523374,0.4777899362093452,0.6080116031890103,0.427718560507341
alex fernandez,La Liga,cadiz,Midfielder,Final-Third Playmaker,1282.0,0.0,0.0,0.2106084243369735,3.0,0.0702028081123244,1.0,53.60824742268042,66.66666666666664,0.9126365054602184,42.402496099844,83.1,1.263650546021841,18.0,1.053042121684867,15.0,0.7322221374297959,0.8944684584931435,0.5369333127884938,0.6026004515410719,0.1327298031066989,0.4091303247472199,0.0
alex sola,La Liga,alaves,Midfielder,Final-Third Playmaker,1260.0,0.0,0.0,1.2857142857142856,18.0,0.2142857142857143,3.0,56.78391959798995,61.764705882352935,1.9285714285714288,21.785714285714285,62.6,1.9285714285714288,27.0,0.7857142857142857,11.0,0.5217899623128825,0.7558966890825228,0.621511711156977,0.4480897899025545,0.4169264368211637,0.3882135046586895,0.1979239538214899
alexis blin,Serie A,lecce,Midfielder,Deep-lying Playmaker,1631.0,0.0,0.0,0.6621704475781729,12.0,0.1103617412630288,2.0,43.34975369458128,49.999999999999986,0.3862660944206008,41.66155732679338,86.1,1.820968730839976,33.0,1.213979153893317,22.0,0.2675169143603556,0.7710353329834239,0.544619126091837,0.3489901192973627,0.3711647551825048,0.3364333481582648,0.4348862011198228
alfred duncan,Serie A,fiorentina,Midfielder,Deep-lying Playmaker,1898.0,0.0948366701791359,2.0,0.7586933614330874,16.0,0.2370916754478398,5.0,47.59615384615385,55.55555555555555,1.7544783983140149,45.23709167544784,77.7,1.6596417281348788,35.0,0.5216016859852477,11.0,0.2184231173767273,0.7131275412523053,0.3611051665824066,0.4133676312606067,0.628671093412803,0.5510867673121037,0.3043949199387115
alvaro garcia,La Liga,rayo vallecano,Midfielder,Final-Third Playmaker,2492.0,0.2166934189406099,6.0,1.3362760834670948,37.0,0.0361155698234349,1.0,43.54838709677419,41.666666666666664,1.4085072231139648,24.81139646869984,62.8,1.2279293739967898,34.0,1.3001605136436598,36.0,0.8413621719969256,0.6288833806549324,0.8784212891973782,0.8920444556731707,0.356172573729614,0.5341267586962369,0.0399182618992269
amin harit,Ligue 1,marseille,Midfielder,Positional Anchor,1828.0,0.049234135667396,1.0,1.1816192560175054,24.0,0.0984682713347921,2.0,50.0,59.09090909090909,1.9201312910284465,44.55689277899344,0.0,1.3785557986870898,28.0,0.5908096280087527,12.0,0.3481072084733994,0.1799673008829134,0.4359743321540993,0.3123857537400284,0.5286965347742979,0.4764905858602945,0.4125649029118975
ander herrera,La Liga,athletic club,Midfielder,Final-Third Playmaker,1022.0,0.0,0.0,0.7045009784735812,8.0,0.2641878669275929,3.0,51.03448275862068,55.55555555555555,1.1448140900195694,64.81409001956946,85.1,3.8747553816046967,44.0,1.3209393346379648,15.0,0.7653370873706968,0.832340397194854,0.6329702833344677,0.5528203708626847,0.7276027416324705,0.3417833025086139,0.2609062975694789
andre-frank zambo anguissa,Serie A,napoli,Midfielder,Deep-lying Playmaker,2791.0,0.0,0.0,0.6449301325689717,20.0,0.0322465066284485,1.0,48.37758112094395,44.44444444444444,1.2253672518810463,55.68971694733071,87.2,1.8380508778215687,57.0,0.9029021855965604,28.0,0.2125572066849846,0.6810636261592776,0.4722982471506936,0.4626234185278038,0.4075142280323087,0.3871718285438613,0.3750078474173606
andrea colpani,Serie A,monza,Midfielder,Deep-lying Playmaker,2685.0,0.2681564245810056,8.0,1.4413407821229052,43.0,0.1340782122905028,4.0,43.983402489626556,41.17647058823528,1.877094972067039,28.65921787709497,76.7,0.8379888268156425,25.0,0.4692737430167597,14.0,0.2327372144804546,0.7567656257592701,0.5719057909368679,0.4636677510001558,0.4527383338910793,0.3886910418829139,0.3536336070280061
andrey santos,Ligue 1,strasbourg,Midfielder,Positional Anchor,831.0,0.1083032490974729,1.0,1.1913357400722022,11.0,0.0,0.0,60.83333333333334,47.05882352941176,0.6498194945848376,54.90974729241877,86.9,3.1407942238267146,29.0,1.083032490974729,10.0,0.367896846983885,0.1007228574594062,0.4215002980854844,0.2524930348654221,0.5586733906937651,0.3293979286978912,0.3109825906029705
andy diouf,Ligue 1,lens,Midfielder,Positional Anchor,1320.0,0.0681818181818181,1.0,1.0227272727272727,15.0,0.0,0.0,47.97687861271675,53.571428571428584,1.4318181818181817,46.909090909090914,80.2,1.9090909090909087,28.0,0.2045454545454545,3.0,0.4083619770661587,0.192147580455032,0.6314588053444237,0.478578342134996,0.6004871065455838,0.4740902090195975,0.3129254254959085
angel gomes,Ligue 1,lille,Midfielder,Positional Anchor,2583.0,0.0,0.0,0.627177700348432,18.0,0.2787456445993031,8.0,50.837988826815625,64.70588235294117,1.6724738675958188,59.09407665505226,89.4,0.9059233449477352,26.0,0.627177700348432,18.0,0.4121139487894364,0.8382725348178104,0.697709690347861,0.5195361700891225,0.5468751889371678,0.3696099764903886,0.2210405010495796
angelo fulgini,Ligue 1,lens,Midfielder,Positional Anchor,1378.0,0.0653120464441219,1.0,1.894049346879536,29.0,0.1306240928882438,2.0,48.76847290640394,44.99999999999999,2.481857764876633,42.51814223512336,72.1,1.502177068214804,23.0,0.5224963715529753,8.0,0.4628905519270931,0.7163089076555843,0.0262045065300571,0.5404332715333148,0.509335761257278,0.5550378737133493,0.4492163414172707
antoine makoumbou,Serie A,cagliari,Midfielder,Deep-lying Playmaker,2709.0,0.0332225913621262,1.0,0.2325581395348837,7.0,0.0,0.0,49.75369458128078,69.99999999999999,0.4983388704318937,39.3687707641196,88.0,1.362126245847176,41.0,0.5315614617940199,16.0,0.3159749806741435,0.7012099194269509,0.3512608943620318,0.65803695790232,0.556792758427843,0.549833097447922,0.4332285254481676
antonio blanco,La Liga,alaves,Midfielder,Final-Third Playmaker,2435.0,0.0,0.0,0.3696098562628337,10.0,0.0369609856262833,1.0,50.90252707581227,70.37037037037037,0.7392197125256674,37.84804928131417,77.0,2.2546201232032854,61.0,1.2566735112936345,34.0,0.5377749971913176,0.7985900296908779,0.4719180624256958,0.7721647176666895,0.2920156403227149,0.443317671454416,0.5526193445108956
antonio candreva,Serie A,salernitana,Midfielder,Deep-lying Playmaker,2759.0,0.1957230880753896,6.0,1.402682131206959,43.0,0.1957230880753896,6.0,53.14685314685315,41.666666666666664,1.9572308807538965,37.22000724900327,72.4,0.5871692642261689,18.0,0.2283436027546212,7.0,0.359441987307251,0.6563370037671908,0.1645440223340353,0.5126275938405984,0.5490750733823455,0.6267924899090523,0.5160431255891142
antonio sanchez,La Liga,mallorca,Midfielder,Final-Third Playmaker,1464.0,0.1844262295081967,3.0,0.9836065573770492,16.0,0.0614754098360655,1.0,36.58536585365852,53.846153846153854,0.7377049180327869,30.1844262295082,69.4,1.5983606557377048,26.0,0.7991803278688524,13.0,0.6669219499901536,0.8047765211261412,0.6174655607575137,0.5075368801746519,0.4001193780775272,0.3737621259963744,0.2328085938069923
antonín barák,Serie A,fiorentina,Midfielder,Deep-lying Playmaker,799.0,0.2252816020025031,2.0,1.802252816020025,16.0,0.3379224030037547,3.0,34.482758620689665,33.33333333333333,1.5769712140175218,43.2540675844806,0.0,0.6758448060075094,6.0,0.2252816020025031,2.0,0.3188330585764131,0.7057059337611062,0.4617810107101378,0.4890752848051294,0.4112985843980641,0.4816298575389898,0.5846031481205896
aron donnum,Ligue 1,toulouse,Midfielder,Positional Anchor,1603.0,0.0,0.0,0.7298814722395508,13.0,0.0561447286338116,1.0,43.62745098039216,47.69230769230771,1.3474734872114784,29.70056144728634,75.0,0.8983156581409857,16.0,0.4491578290704928,8.0,0.4466099238574325,0.130406656635765,0.4163357642240112,0.5398399754784686,0.5053315130814106,0.2156404748470588,0.4655587924782078
ayman kari,Ligue 1,lorient,Midfielder,Deep-lying Playmaker,903.0,0.0996677740863787,1.0,0.4983388704318937,5.0,0.0996677740863787,1.0,57.14285714285713,57.14285714285714,1.2956810631229236,38.17275747508305,87.6,1.7940199335548173,18.0,0.5980066445182725,6.0,0.1761535202501591,0.7269461337490902,0.395096084420096,0.5000963347581052,0.239281860920885,0.4710016914726312,0.4428920284673222
azor matusiwa,Ligue 1,rennes,Midfielder,Positional Anchor,795.0,0.0,0.0,0.7924528301886792,7.0,0.0,0.0,60.58394160583942,75.00000000000003,1.6981132075471697,84.56603773584905,87.7,4.415094339622642,39.0,3.735849056603773,33.0,0.5329416640657205,0.8033495774570415,0.3973104991911039,0.3860290185820368,0.3713444108065198,0.4485770397007578,0.4725486635850207
azzedine ounahi,Ligue 1,marseille,Midfielder,Positional Anchor,1214.0,0.1482701812191103,2.0,0.8896210873146622,12.0,0.0,0.0,42.85714285714287,30.769230769230766,1.112026359143328,58.5667215815486,88.4,1.85337726523888,25.0,0.815485996705107,11.0,0.4679929919000188,0.7236379290054472,0.2249029433560666,0.5180734720406779,0.4237239234766231,0.2271670524073833,0.4959706674502476
baptiste santamaria,Ligue 1,rennes,Midfielder,Deep-lying Playmaker,1928.0,0.0,0.0,0.9802904564315352,21.0,0.0466804979253112,1.0,55.36480686695279,60.86956521739131,0.6068464730290457,56.39004149377593,87.4,2.427385892116183,52.0,1.5871369294605808,34.0,0.0829841147161929,0.6998904780486878,0.5961179369485589,0.1507892608874609,0.0842779615900482,0.5377531913155396,0.523085271909697
benat prados,La Liga,athletic club,Midfielder,Final-Third Playmaker,1450.0,0.0,0.0,0.3724137931034483,6.0,0.0,0.0,51.42857142857142,66.66666666666667,0.6206896551724138,48.53793103448276,82.2,2.793103448275862,45.0,1.427586206896552,23.0,0.6982369656603258,0.8480316449784995,0.405385212119564,0.4805438526197289,0.4637742775963757,0.3518662280960501,0.7612103558719169
benat turrientes,La Liga,real sociedad,Midfielder,Final-Third Playmaker,1689.0,0.0,0.0,0.9058614564831262,17.0,0.0532859680284191,1.0,49.06542056074766,58.823529411764696,0.4795737122557726,36.44760213143872,84.6,1.7051509769094138,32.0,0.3197158081705151,6.0,0.5385623423396386,0.3645503615103238,0.3127004256427891,0.5823071023029595,0.5776636297566465,0.0,0.2604671396137756
benjamin andré,Ligue 1,lille,Midfielder,Positional Anchor,2575.0,0.1398058252427184,4.0,0.5592233009708738,16.0,0.0,0.0,55.41561712846348,43.47826086956521,0.6640776699029126,66.16310679611651,53.0,3.110679611650485,89.0,1.2233009708737863,35.0,0.3087339232522071,1.0,0.2522723020597551,0.521527020566233,0.7129165401996602,0.4900272150528604,0.1487842514791699
benjamin bourigeaud,Ligue 1,rennes,Midfielder,Deep-lying Playmaker,2437.0,0.3323758719737382,9.0,1.2925728354534265,35.0,0.2215839146491588,6.0,41.139240506329116,41.66666666666667,2.5851456709068525,49.93024210094379,76.4,1.1448502256873203,31.0,0.8124743537135822,22.0,0.3477583434491123,0.799089624909659,0.5540169841993174,0.3340586173791355,0.4099470390574602,0.4023453923081722,0.4091007660904813
bilal boutobba,Ligue 1,clermont foot,Midfielder,Positional Anchor,920.0,0.0978260869565217,1.0,1.467391304347826,15.0,0.0978260869565217,1.0,51.724137931034484,39.02439024390244,1.1739130434782608,32.57608695652174,69.1,2.1521739130434785,22.0,0.782608695652174,8.0,0.6467314284492247,0.2650075488681824,0.5007094119273762,0.4432269129223665,0.3516435263831671,0.1919372715743454,0.303879779350284
brahim diaz,La Liga,real madrid,Midfielder,Final-Third Playmaker,1550.0,0.4645161290322581,8.0,1.5677419354838709,27.0,0.3483870967741935,6.0,50.19455252918288,52.38095238095237,1.7419354838709675,40.47096774193549,84.3,1.6838709677419357,29.0,0.2903225806451613,5.0,0.4642317417376734,0.7549472363988314,0.547700522833031,0.4014789697058376,0.530209538678042,0.5497594204937356,0.5152734785256889
brais mendez,La Liga,real sociedad,Midfielder,Final-Third Playmaker,2420.0,0.1859504132231405,5.0,1.5991735537190084,43.0,0.2231404958677686,6.0,44.89164086687307,42.592592592592595,1.524793388429752,41.9504132231405,75.7,1.524793388429752,41.0,0.4462809917355372,12.0,0.5396165975636925,0.6174510869540835,0.0045445105446838,0.3391684795211476,0.6038980793495409,0.3789789910129476,0.2836126998924466
bryan cristante,Serie A,roma,Midfielder,Deep-lying Playmaker,3292.0,0.0820170109356014,3.0,1.0388821385176186,38.0,0.1093560145808019,4.0,50.27027027027027,68.0,0.8201701093560145,58.47812879708383,82.0,1.9410692588092344,71.0,0.6834750911300121,25.0,0.3184591062828975,0.7969905747582766,0.454289228834445,0.5236071021270456,0.5226495240691742,0.3193869694611903,0.382721063909598
carles alena,La Liga,getafe,Midfielder,Final-Third Playmaker,1011.0,0.0890207715133531,1.0,0.9792284866468842,11.0,0.0890207715133531,1.0,39.59731543624161,24.0,1.602373887240356,31.78041543026706,77.8,2.136498516320475,24.0,0.3560830860534124,4.0,0.5443017682955535,0.7207428355593523,0.340958599615544,0.268824040406053,0.400228993863799,0.3105204231581453,0.4487386694958474
carlos dotor,La Liga,celta vigo,Midfielder,Final-Third Playmaker,702.0,0.0,0.0,0.3846153846153846,3.0,0.0,0.0,45.714285714285715,100.0,0.1282051282051282,42.94871794871795,82.6,1.794871794871795,14.0,0.5128205128205129,4.0,0.603672501206229,0.3442134668976814,1.0,0.7846405402874772,0.2722854604630594,0.5001188262904313,0.6627499110949616
carlos soler,Ligue 1,paris sg,Midfielder,Positional Anchor,1088.0,0.1654411764705882,2.0,0.7444852941176471,9.0,0.1654411764705882,2.0,44.99999999999999,55.55555555555556,1.6544117647058825,61.047794117647065,85.7,1.2408088235294117,15.0,0.4136029411764706,5.0,0.4681070553302264,0.6370177704453698,0.1195297428660794,0.592566789974708,0.0,0.5788541044367952,0.498849836885184
christian casseres,Ligue 1,toulouse,Midfielder,Positional Anchor,1949.0,0.0461775269368907,1.0,0.2770651616213442,6.0,0.1385325808106721,3.0,53.22580645161291,70.58823529411764,0.7388404309902513,45.94663930220626,0.0,3.23242688558235,70.0,1.2467932272960494,27.0,0.5507468579539436,0.7715598020273048,0.2727292062964484,0.2077491221159595,0.3828072753938988,0.4980515711157526,0.4403534671830048
christian pulisic,Serie A,milan,Midfielder,Deep-lying Playmaker,2619.0,0.4123711340206186,12.0,1.6838487972508591,49.0,0.274914089347079,8.0,50.53003533568905,46.534653465346544,1.5463917525773196,32.92096219931271,77.5,1.2027491408934707,35.0,0.3436426116838488,10.0,0.1890141070068162,0.6518261501257777,0.4515925150614159,0.2653448566981901,0.4180186031165774,0.4404091170343224,0.315917165249407
corentin tolisso,Ligue 1,lyon,Midfielder,Deep-lying Playmaker,1749.0,0.1029159519725557,2.0,1.595197255574614,31.0,0.0514579759862778,1.0,52.12765957446809,55.555555555555536,1.3379073756432247,61.698113207547166,84.2,1.6981132075471697,33.0,0.5145797598627787,10.0,0.1883776937679694,0.6561515066654944,0.3791101559783231,0.31254517858283,0.4817605551819348,0.4582300549133408,0.2245509256201172
cristian volpato,Serie A,sassuolo,Midfielder,Deep-lying Playmaker,631.0,0.1426307448494453,1.0,1.283676703645008,9.0,0.0,0.0,45.45454545454546,53.33333333333334,2.282091917591125,34.51664025356577,64.8,2.13946117274168,15.0,0.1426307448494453,1.0,0.3714942425167058,0.7395779160509028,0.3774394764236026,0.4186777528604944,0.3428693915049537,0.3458614797100251,0.4039547561502145
césar gelabert,Ligue 1,toulouse,Midfielder,Positional Anchor,759.0,0.1185770750988142,1.0,1.067193675889328,9.0,0.2371541501976284,2.0,45.45454545454545,46.42857142857143,1.7786561264822134,40.790513833992094,0.0,1.6600790513833992,14.0,0.5928853754940712,5.0,0.3916163051320985,0.8617205459280888,0.4810042201222256,0.5243849049808528,0.3138682392389251,0.3556330920046133,0.4655337091147334
daichi kamada,Serie A,lazio,Midfielder,Deep-lying Playmaker,1545.0,0.116504854368932,2.0,1.1067961165048543,19.0,0.116504854368932,2.0,45.6043956043956,66.66666666666667,1.3980582524271843,52.66019417475729,87.9,3.087378640776699,53.0,1.0485436893203883,18.0,0.124824630864686,0.0611673805671618,0.594248278654755,0.2946547332575,0.5695969205549918,0.4012927190694074,0.1600079087020804
daler kuzyaev,Ligue 1,le havre,Midfielder,Deep-lying Playmaker,2099.0,0.0857551214864221,2.0,0.6002858504049547,14.0,0.0857551214864221,2.0,49.746192893401016,60.0,1.2434492615531203,43.64935683658885,78.5,1.457837065269176,34.0,0.9433063363506432,22.0,0.2751282515854061,0.7205898341723326,0.3643049342583501,0.4724345076833568,0.452804430258473,0.5299730121936372,0.4407321397247729
dani garcia,La Liga,athletic club,Midfielder,Final-Third Playmaker,738.0,0.1219512195121951,1.0,0.7317073170731708,6.0,0.0,0.0,52.307692307692314,100.0,0.2439024390243902,40.24390243902439,84.3,2.073170731707317,17.0,0.975609756097561,8.0,0.6637146926771447,0.6699325737995,0.2736653117837989,0.4515320591646036,0.3410122875576945,0.4054930335180722,0.4947620088982502
dani parejo,La Liga,villarreal,Midfielder,Final-Third Playmaker,2587.0,0.10436799381523,3.0,0.3478933127174333,10.0,0.1739466563587166,5.0,61.99095022624436,67.85714285714288,1.1828372632392732,61.716273676072674,48.0,1.4959412446849634,43.0,0.73057595670661,21.0,0.5703322638401668,0.1808818845525714,0.4525839489348136,0.5607292539242407,0.599904353543782,0.2516373975571546,0.558190998035192
dani rodriguez,La Liga,mallorca,Midfielder,Final-Third Playmaker,2634.0,0.0683371298405467,2.0,0.7175398633257404,21.0,0.1366742596810934,4.0,38.94736842105263,45.20547945205479,1.7084282460136675,27.915717539863323,68.6,1.6059225512528472,47.0,0.5466970387243736,16.0,0.9625458155235312,0.6696366464336833,0.22182927625966,0.3328373323088625,0.6729469716436098,0.3083092729854096,0.508155159344487
danilo cataldi,Serie A,lazio,Midfielder,Deep-lying Playmaker,1360.0,0.0661764705882353,1.0,0.6617647058823529,10.0,0.0,0.0,53.65853658536586,74.99999999999999,0.7279411764705883,59.16176470588236,85.8,1.588235294117647,24.0,1.125,17.0,0.3236322532783079,0.7596205796081996,0.3134784301328447,0.6073706098467913,0.72514602841911,0.3832194505454883,0.3379352505616865
danilo pereira,Ligue 1,paris sg,Midfielder,Positional Anchor,1993.0,0.0,0.0,0.3161063723030607,7.0,0.0,0.0,60.29411764705881,60.00000000000002,0.0,100.02508780732563,94.0,0.9934771700953337,22.0,1.0386352232814853,23.0,0.4977313593549234,0.7769261689629872,0.3761125344007479,0.3657817008943096,0.3676688794363222,0.5103200367990071,0.2740443069707732
darko lazović,Serie A,verona,Midfielder,Deep-lying Playmaker,1940.0,0.1391752577319587,3.0,1.11340206185567,24.0,0.0927835051546391,2.0,38.93805309734513,20.833333333333332,1.438144329896907,24.634020618556704,0.0,1.2061855670103092,26.0,0.2783505154639175,6.0,0.1799764777189239,0.605347541191047,0.4218766139851758,0.2183291560815107,0.497356928378374,0.5157182339124755,0.2359509403252184
david pereira da costa,Ligue 1,lens,Midfielder,Positional Anchor,1498.0,0.240320427236315,4.0,1.562082777036048,26.0,0.1201602136181575,2.0,47.5177304964539,52.63157894736842,1.562082777036048,38.511348464619495,0.0,1.081441922563418,18.0,0.9612817089452604,16.0,0.4992777185956579,0.1669539945692795,0.1190445945942171,0.4675954779630945,0.6404748717422832,0.4122417448480414,0.2020904955983604
davide frattesi,Serie A,inter,Midfielder,Deep-lying Playmaker,934.0,0.5781584582441114,6.0,2.4089935760171306,25.0,0.2890792291220557,3.0,44.761904761904766,35.0,0.867237687366167,27.462526766595293,78.1,0.9635974304068522,10.0,0.4817987152034261,5.0,0.2671861199988664,0.7647250137088931,0.4275567275929481,0.9331997364502124,0.920204862538583,0.3573880456712534,0.24919073868319
davide zappacosta,Serie A,atalanta,Midfielder,Deep-lying Playmaker,1877.0,0.0958977091102823,2.0,1.006925945657965,21.0,0.0479488545551411,1.0,43.67088607594936,45.714285714285715,0.8151305274374001,36.537027171017584,84.0,1.4384656366542354,30.0,0.1917954182205647,4.0,0.3533741186085968,0.6224784993167392,0.3526551196137515,0.2748448542003255,0.6651682212638608,0.3053192846754466,0.298659997839662
denis zakaria,Ligue 1,monaco,Midfielder,Positional Anchor,2142.0,0.1680672268907563,4.0,0.7563025210084033,18.0,0.0,0.0,51.13636363636363,76.31578947368422,0.4621848739495798,49.2436974789916,91.3,1.5966386554621848,38.0,1.9747899159663864,47.0,0.4423960918123825,0.7592210924156656,0.3826654562844533,0.3783639469560773,0.6248826380659072,0.467187554317526,0.2756257709599596
